GeneID,Name
LOC754437,glutathione S-transferase alpha-4
LOC593916,neural cell adhesion molecule 2
LOC105439434,uncharacterized LOC105439434
znf160l,zinc finger protein 160-like
LOC763421,protein rolling stone
LOC115920913,uncharacterized LOC115920913
LOC586844,short transient receptor potential channel 3
LOC586872,short transient receptor potential channel 4
LOC105441278,uncharacterized LOC105441278
LOC764665,uncharacterized LOC764665
LOC578280,uncharacterized LOC578280
LOC105441366,tenascin-X-like
LOC115921238,cilia- and flagella-associated protein 251-like
LOC105441367,protein Ycf2-like
LOC105446011,caldesmon-like
LOC115920915,uncharacterized LOC115920915
LOC115920916,uncharacterized LOC115920916
LOC580130,retinitis pigmentosa 1-like 1 protein
LOC115918214,uncharacterized LOC115918214
LOC100888290,vicilin-like seed storage protein At2g18540
LOC115921463,uncharacterized LOC115921463
LOC115921239,"NACHT, LRR and PYD domains-containing protein 3-like"
LOC115920917,uncharacterized LOC115920917
LOC115920918,uncharacterized LOC115920918
LOC115921240,N-lysine methyltransferase KMT5A-A-like
sel1l3,SEL1L family member 3
znf91l2,zinc finger protein 91-like 2
LOC100888144,zinc finger protein 271
LOC105443331,monocarboxylate transporter 12-like
zfp3l,ZFP3 zinc finger protein-like
LOC100888504,zinc finger protein 184
tlcd5,TLC domain containing 5
LOC584796,ammonium transporter Rh type B-A
LOC115921241,uncharacterized LOC115921241
LOC115920922,uncharacterized LOC115920922
LOC115921244,uncharacterized LOC115921244
LOC100890111,uncharacterized LOC100890111
LOC753346,uncharacterized LOC753346
uba52,ubiquitin A-52 residue ribosomal protein fusion product 1
megf8,multiple EGF like domains 8
LOC115920923,neurofilament medium polypeptide-like
LOC100890719,stress response protein NST1
ppox,protoporphyrinogen oxidase
LOC115920925,uncharacterized LOC115920925
LOC115920924,uncharacterized LOC115920924
LOC105439984,uncharacterized LOC105439984
LOC115917772,U2 spliceosomal RNA
LOC115917723,U2 spliceosomal RNA
LOC115917770,U2 spliceosomal RNA
LOC105438675,trichohyalin-like
LOC115921245,craniofacial development protein 2-like
LOC100892209,uncharacterized LOC100892209
LOC105445231,uncharacterized LOC105445231
LOC115921464,uncharacterized LOC115921464
LOC115920927,uncharacterized LOC115920927
LOC115921465,uncharacterized LOC115921465
LOC115921466,titin-like
LOC115921246,craniofacial development protein 2-like
LOC105436530,uncharacterized LOC105436530
LOC115920928,uncharacterized LOC115920928
LOC115920929,uncharacterized LOC115920929
LOC100888071,uncharacterized LOC100888071
LOC100888967,uncharacterized LOC100888967
LOC115920931,uncharacterized LOC115920931
LOC115918442,myoblast growth factor receptor egl-15-like
LOC115920932,G-protein coupled receptor moody-like
LOC105446271,uncharacterized LOC105446271
LOC105441777,uncharacterized LOC105441777
LOC105441778,uncharacterized LOC105441778
LOC580749,putative nuclease HARBI1
LOC115918025,uncharacterized LOC115918025
LOC105442937,uncharacterized LOC105442937
LOC105439972,uncharacterized LOC105439972
LOC115920933,uncharacterized LOC115920933
LOC115920934,uncharacterized LOC115920934
LOC105442936,uncharacterized LOC105442936
LOC115920935,uncharacterized LOC115920935
LOC105446651,uncharacterized LOC105446651
LOC115921247,uncharacterized LOC115921247
LOC105437411,uncharacterized LOC105437411
LOC105438103,uncharacterized LOC105438103
LOC105436581,uncharacterized LOC105436581
LOC115921248,uncharacterized LOC115921248
LOC105436989,uncharacterized LOC105436989
LOC105446281,uncharacterized LOC105446281
LOC115921467,uncharacterized LOC115921467
LOC115921249,putative nuclease HARBI1
LOC105447142,uncharacterized LOC105447142
LOC105436990,uncharacterized LOC105436990
LOC100888196,tyrosine kinase receptor Cad96Ca
LOC115918443,uncharacterized LOC115918443
LOC115920936,uncharacterized LOC115920936
LOC105443274,uncharacterized LOC105443274
LOC115921250,nephrin-like
LOC115921251,synaptogenesis protein syg-2-like
LOC594237,cell adhesion molecule 1-like
LOC115920939,vascular cell adhesion protein 1-like
LOC580084,uncharacterized LOC580084
LOC105440886,uncharacterized LOC105440886
LOC115921252,uncharacterized LOC115921252
LOC115921469,uncharacterized LOC115921469
LOC115921253,vascular cell adhesion protein 1-like
LOC115920940,uncharacterized LOC115920940
LOC115920941,uncharacterized LOC115920941
LOC105439584,nephrin-like
LOC105439578,uncharacterized LOC105439578
LOC105439579,uncharacterized LOC105439579
LOC105447179,synaptogenesis protein syg-2-like
LOC100892750,myelin-associated glycoprotein-like
LOC105439585,synaptogenesis protein syg-2-like
LOC586335,uncharacterized LOC586335
LOC115920942,uncharacterized LOC115920942
LOC105446218,uncharacterized LOC105446218
LOC115920943,uncharacterized LOC115920943
LOC105446770,uncharacterized LOC105446770
LOC105439301,uncharacterized LOC105439301
LOC105441418,craniofacial development protein 2-like
LOC105439298,uncharacterized LOC105439298
LOC115921254,uncharacterized LOC115921254
LOC115921255,uncharacterized LOC115921255
LOC115921256,craniofacial development protein 2-like
LOC584666,probable G-protein coupled receptor 21
LOC115921257,toll-like receptor 3
LOC115920944,transcription factor Ovo-like 2
LOC115920945,transcription factor Ovo-like 2
zkscan3l,zinc finger with KRAB and SCAN domains 3-like
LOC105441536,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like"
LOC576821,cytochrome P450 2J6
znf546l1,zinc finger protein 546-like 1
LOC100888945,zinc finger protein 813
LOC115920946,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like"
LOC763122,serine-rich adhesin for platelets
selenos,selenoprotein S
LOC593886,serine/threonine-protein kinase SIK3
LOC115920948,uncharacterized LOC115920948
sorl1,sortilin related receptor 1
LOC115920949,uncharacterized LOC115920949
LOC105443302,uncharacterized LOC105443302
LOC115920950,uncharacterized LOC115920950
LOC115921258,uncharacterized LOC115921258
LOC115921259,ankyrin repeat domain-containing protein 50-like
LOC105444888,ankyrin repeat domain-containing protein 50-like
LOC582422,cytochrome P450 2U1
LOC115920951,uncharacterized LOC115920951
usf2,"upstream transcription factor 2, c-fos interacting"
LOC763325,uncharacterized LOC763325
LOC115921260,uncharacterized protein DDB_G0283357-like
LOC763316,platelet-activating factor acetylhydrolase
LOC100892517,"platelet-activating factor acetylhydrolase 2, cytoplasmic"
LOC585818,uncharacterized LOC585818
LOC115920952,uncharacterized LOC115920952
vps26c,VPS26 endosomal protein sorting factor C
mvk,mevalonate kinase
LOC100892303,uncharacterized LOC100892303
treh,trehalase
LOC105446485,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase-like"
LOC105446483,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase-like"
LOC105446482,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase A-like"
LOC105444758,"beta-1,3-galactosyltransferase 1-like"
LOC105444754,"beta-1,3-galactosyltransferase 5-like"
LOC105444759,uncharacterized LOC105444759
zipic,zinc finger protein interacting with CP190
znf420l2,zinc finger protein 420-like 2
erfl,ETS repressor factor like
LOC593604,double-strand break repair protein MRE11
LOC578497,uncharacterized LOC578497
LOC763146,uncharacterized LOC763146
LOC100888215,uncharacterized LOC100888215
LOC100890789,uncharacterized LOC100890789
LOC105445620,uncharacterized LOC105445620
LOC577694,short-chain collagen C4
LOC100889796,cuticle collagen 1
LOC115921261,uncharacterized LOC115921261
LOC115920954,uncharacterized LOC115920954
LOC105445625,uncharacterized LOC105445625
LOC105436662,uncharacterized LOC105436662
LOC105445259,uncharacterized LOC105445259
LOC115920955,uncharacterized LOC115920955
LOC115921470,uncharacterized LOC115921470
LOC115920956,uncharacterized LOC115920956
LOC115920957,uncharacterized LOC115920957
LOC105443297,transcription factor Ovo-like 2
LOC115921262,probable G-protein coupled receptor 21
LOC105439457,uncharacterized LOC105439457
LOC100893203,uncharacterized LOC100893203
LOC115921264,uncharacterized LOC115921264
LOC115920958,uncharacterized LOC115920958
LOC105443026,uncharacterized LOC105443026
LOC105444160,putative nuclease HARBI1
LOC115921265,uncharacterized protein K02A2.6-like
LOC105444689,uncharacterized LOC105444689
LOC583059,double-strand break repair protein MRE11-like
LOC115920959,uncharacterized LOC115920959
LOC115918255,uncharacterized LOC115918255
LOC105441989,uncharacterized LOC105441989
znf146l,zinc finger 146-like
LOC105437513,uncharacterized LOC105437513
LOC105437514,uncharacterized LOC105437514
LOC105437515,uncharacterized LOC105437515
LOC105437516,uncharacterized LOC105437516
LOC115917941,uncharacterized LOC115917941
LOC105437517,uncharacterized LOC105437517
LOC105437518,uncharacterized LOC105437518
LOC105437519,uncharacterized LOC105437519
LOC105437521,ryncolin-4-like
LOC115921266,angiopoietin-4-like
LOC581216,laccase-1
nr1h4l,nuclear receptor subfamily 1 group H member 4-like
fdxacb1,ferredoxin-fold anticodon binding domain containing 1
LOC586418,neural cell adhesion molecule 1
LOC115920961,uncharacterized LOC115920961
LOC115921267,uncharacterized LOC115921267
LOC115921268,uncharacterized LOC115921268
LOC115921269,double-strand break repair protein MRE11-like
LOC115921270,uncharacterized protein K02A2.6-like
LOC115921271,uncharacterized protein K02A2.6-like
LOC105447518,netrin receptor UNC5D-like
LOC763238,uncharacterized LOC763238
LOC100893327,putative nuclease HARBI1
LOC115921471,uncharacterized LOC115921471
LOC115921272,uncharacterized LOC115921272
LOC115920962,uncharacterized LOC115920962
LOC115920963,uncharacterized LOC115920963
LOC115921472,uncharacterized LOC115921472
LOC105436805,uncharacterized LOC105436805
LOC105441805,uncharacterized LOC105441805
LOC115920965,putative nuclease HARBI1
LOC115920966,uncharacterized LOC115920966
LOC115921273,zinc finger MYM-type protein 1-like
LOC115920968,uncharacterized LOC115920968
LOC115921274,uncharacterized LOC115921274
LOC115918418,uncharacterized LOC115918418
cicl,capicua transcriptional repressor-like
LOC115918419,protein capicua homolog
LOC115921473,uncharacterized LOC115921473
LOC105436914,uncharacterized LOC105436914
LOC105436818,uncharacterized LOC105436818
LOC105436809,uncharacterized LOC105436809
LOC115920969,uncharacterized LOC115920969
LOC115920970,uncharacterized LOC115920970
LOC115921475,uncharacterized LOC115921475
LOC105447594,uncharacterized LOC105447594
LOC105436819,uncharacterized LOC105436819
LOC105445212,inactive carboxypeptidase-like protein X2
LOC105446067,uncharacterized LOC105446067
LOC105446064,uncharacterized LOC105446064
LOC105441561,uncharacterized LOC105441561
LOC115921275,general transcription factor II-I repeat domain-containing protein 2-like
LOC591797,rRNA 2'-O-methyltransferase fibrillarin
LOC115920971,uncharacterized LOC115920971
LOC115920972,uncharacterized LOC115920972
LOC115920973,uncharacterized LOC115920973
LOC757175,dual specificity tyrosine-phosphorylation-regulated kinase 1A
LOC115920974,uncharacterized LOC115920974
LOC583085,uncharacterized LOC583085
LOC105446369,uncharacterized LOC105446369
LOC115917995,uncharacterized LOC115917995
LOC115921476,uncharacterized LOC115921476
LOC100889737,uncharacterized LOC100889737
LOC115921276,monocarboxylate transporter 11-like
LOC100889582,uncharacterized LOC100889582
LOC100889377,uncharacterized LOC100889377
LOC583934,uncharacterized LOC583934
LOC105437223,uncharacterized LOC105437223
LOC115921277,uncharacterized LOC115921277
LOC115921278,uncharacterized LOC115921278
LOC115921279,uncharacterized protein K02A2.6-like
LOC105442345,uncharacterized protein K02A2.6-like
LOC100893610,uncharacterized LOC100893610
LOC105439105,uncharacterized LOC105439105
LOC115921280,putative nuclease HARBI1
LOC100889477,uncharacterized LOC100889477
LOC115921281,uncharacterized LOC115921281
LOC115918420,uncharacterized LOC115918420
LOC105446341,uncharacterized LOC105446341
LOC575705,uncharacterized LOC575705
znf629l,zinc finger protein 629-like
ccdc153,coiled-coil domain containing 153
LOC115918421,zinc finger protein 624-like
LOC100892220,zinc finger protein 84
bud13,BUD13 homolog
etfb,electron transfer flavoprotein subunit beta
LOC105444199,uncharacterized LOC105444199
LOC100890699,uncharacterized LOC100890699
LOC100890786,caspase-14-like
LOC115921282,uncharacterized LOC115921282
LOC115920975,uncharacterized LOC115920975
LOC115920976,uncharacterized LOC115920976
LOC105437112,uncharacterized LOC105437112
LOC115920977,uncharacterized LOC115920977
LOC587023,caspase-3
LOC115920978,uncharacterized LOC115920978
LOC115918422,cell surface glycoprotein 1-like
LOC115920979,uncharacterized LOC115920979
LOC579855,low-density lipoprotein receptor-related protein 2
LOC105441288,uncharacterized LOC105441288
LOC105445097,uncharacterized LOC105445097
LOC582934,receptor-binding cancer antigen expressed on SiSo cells
LOC115920980,AAC-rich mRNA clone AAC4 protein-like
LOC115920982,uncharacterized LOC115920982
LOC115918118,V-type proton ATPase catalytic subunit A-like
LOC755075,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
LOC115920983,uncharacterized LOC115920983
LOC115920984,uncharacterized LOC115920984
LOC115921477,uncharacterized LOC115921477
LOC100888153,caspase-3
LOC115921285,atlastin-2-like
LOC115921286,uncharacterized LOC115921286
LOC590794,cell surface glycoprotein 1
LOC579734,low-density lipoprotein receptor-related protein 1B
LOC115921287,uncharacterized LOC115921287
LOC105441285,uncharacterized LOC105441285
LOC115918444,uncharacterized LOC115918444
LOC577692,low-density lipoprotein receptor-related protein 2
LOC115920985,uncharacterized LOC115920985
LOC100888795,receptor-binding cancer antigen expressed on SiSo cells
LOC592600,AAC-rich mRNA clone AAC4 protein
LOC753690,uncharacterized LOC753690
atp6v1a2,"ATPase, H+ transporting, lysosomal 70kD, V1 subunit A"
LOC115920986,uncharacterized LOC115920986
LOC105445096,slit homolog 3 protein-like
LOC105437315,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2-like"
LOC579886,ficolin-2-like
LOC587364,N-alpha-acetyltransferase 50
LOC589868,ABC transporter G family member 20-like
LOC588048,zinc finger protein 26
LOC100888304,uncharacterized LOC100888304
LOC115918424,nucleolar protein dao-5-like
LOC115921478,uncharacterized LOC115921478
LOC105446637,centrosome-associated protein CEP250-like
LOC105446640,uncharacterized LOC105446640
LOC105446643,myosin-11-like
LOC115921289,uncharacterized LOC115921289
LOC115921290,coiled-coil alpha-helical rod protein 1-like
LOC100892971,uncharacterized LOC100892971
LOC115920987,uncharacterized LOC115920987
LOC115920988,galactosylceramide sulfotransferase-like
LOC115920989,uncharacterized LOC115920989
LOC115920990,uncharacterized LOC115920990
LOC754516,protein Aster-B
LOC584740,uncharacterized LOC584740
LOC115920991,uncharacterized LOC115920991
LOC763178,intraflagellar transport protein 46 homolog
LOC100893127,zinc finger protein 91
LOC115920992,zinc finger protein 62 homolog
LOC763356,glucose-6-phosphate exchanger SLC37A2
LOC115921291,zinc finger protein 551-like
LOC115920993,uncharacterized LOC115920993
LOC115920994,uncharacterized LOC115920994
LOC115918211,uncharacterized LOC115918211
LOC105444763,uncharacterized LOC105444763
LOC105436687,C-type lectin lectoxin-Phi1-like
LOC105436684,uncharacterized LOC105436684
LOC105436683,P-selectin-like
LOC115918449,uncharacterized LOC115918449
LOC115921293,uncharacterized LOC115921293
LOC105437455,ileal sodium/bile acid cotransporter-like
LOC115921295,T-lymphocyte activation antigen CD86-like
LOC100887981,uncharacterized LOC100887981
LOC115921296,hemicentin-2-like
LOC105438486,uncharacterized LOC105438486
LOC115920995,uncharacterized LOC115920995
LOC115921297,uncharacterized LOC115921297
LOC115921298,uncharacterized LOC115921298
LOC115921299,protein ALP1-like
LOC115920996,uncharacterized LOC115920996
LOC115921479,uncharacterized LOC115921479
LOC755466,T-lymphocyte activation antigen CD80-like
LOC105445507,uncharacterized LOC105445507
LOC100893264,uncharacterized LOC100893264
LOC100893340,uncharacterized LOC100893340
LOC105442601,uncharacterized LOC105442601
LOC753422,N-alpha-acetyltransferase 50
LOC115920997,ABC transporter G family member 20-like
LOC105447611,ABC transporter G family member 20-like
LOC115920998,zinc finger protein 585A-like
zscan22l,zinc finger and SCAN domain containing 22-like
LOC764395,nucleolar protein dao-5
LOC115920999,uncharacterized LOC115920999
LOC115921301,coiled-coil alpha-helical rod protein 1-like
LOC115921000,uncharacterized LOC115921000
LOC105440307,uncharacterized LOC105440307
LOC105436453,uncharacterized LOC105436453
LOC753898,galactosylceramide sulfotransferase
LOC115921002,protein Aster-B-like
LOC590756,intraflagellar transport protein 46 homolog
zfp91l,zinc finger protein 91-like
znf102l,zinc finger protein 102-like
LOC756989,glucose-6-phosphate exchanger SLC37A2
LOC100893271,zinc finger protein with KRAB and SCAN domains 3
LOC115921005,uncharacterized LOC115921005
LOC100887835,uncharacterized LOC100887835
LOC105437457,CUB and sushi domain-containing protein 2-like
LOC100887904,uncharacterized LOC100887904
LOC115921302,ileal sodium/bile acid cotransporter-like
LOC115921006,uncharacterized LOC115921006
LOC115921303,tyrosine-protein kinase-like otk
LOC115921480,uncharacterized LOC115921480
LOC115921007,uncharacterized LOC115921007
LOC115921008,uncharacterized LOC115921008
LOC115921305,T-lymphocyte activation antigen CD80-like
LOC115921481,uncharacterized LOC115921481
LOC105437486,T-lymphocyte activation antigen CD86-like
LOC105437482,uncharacterized LOC105437482
LOC105437483,uncharacterized LOC105437483
LOC115921482,uncharacterized LOC115921482
LOC100892994,uncharacterized LOC100892994
LOC105437953,uncharacterized protein K02A2.6-like
LOC105439079,uncharacterized LOC105439079
LOC115921009,uncharacterized LOC115921009
LOC105447588,T-lymphocyte activation antigen CD80-like
LOC105441859,uncharacterized LOC105441859
LOC100893424,uncharacterized LOC100893424
LOC115921306,uncharacterized LOC115921306
LOC105441861,uncharacterized LOC105441861
LOC115921483,uncharacterized LOC115921483
LOC105446927,uncharacterized LOC105446927
tmem145,transmembrane protein 145
rsph1,radial spoke head component 1
LOC100889937,"NACHT, LRR and PYD domains-containing protein 12"
LOC584848,uncharacterized LOC584848
hmbs,hydroxymethylbilane synthase
arcn1,archain 1
LOC105446445,uncharacterized LOC105446445
Mir2003,microRNA mir-2003
LOC105442092,uncharacterized LOC105442092
Mirlet7,microRNA let-7
Mir125,microRNA mir-125
gpr89b,G protein-coupled receptor 89B
LOC100889886,ubiquitin carboxyl-terminal hydrolase 25
LOC115921010,uncharacterized LOC115921010
LOC105441737,uncharacterized LOC105441737
LOC115921012,uncharacterized LOC115921012
LOC115921013,uncharacterized LOC115921013
LOC105442103,uncharacterized LOC105442103
LOC105444931,integumentary mucin C.1-like
LOC581092,deleted in malignant brain tumors 1 protein
cacybp,calcyclin-binding protein
LOC593259,alpha-N-acetylgalactosamine-specific lectin-like
LOC100889653,deleted in malignant brain tumors 1 protein
LOC105441964,soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like
LOC581032,deleted in malignant brain tumors 1 protein
LOC589340,deleted in malignant brain tumors 1 protein
LOC764033,snaclec macrovipecetin subunit alpha
pde9a,phosphodiesterase 9A
LOC115921014,uncharacterized LOC115921014
LOC100889825,uncharacterized LOC100889825
LOC105444478,uncharacterized LOC105444478
LOC589676,uncharacterized LOC589676
LOC115921015,uncharacterized LOC115921015
LOC115921307,uncharacterized LOC115921307
LOC115921016,uncharacterized LOC115921016
LOC100888607,uncharacterized LOC100888607
LOC105442087,uncharacterized LOC105442087
LOC115917736,U2 spliceosomal RNA
LOC115917746,U2 spliceosomal RNA
LOC115917757,U2 spliceosomal RNA
LOC115917768,U2 spliceosomal RNA
LOC115917726,U2 spliceosomal RNA
LOC115917727,U2 spliceosomal RNA
LOC115917728,U2 spliceosomal RNA
LOC115917729,U2 spliceosomal RNA
LOC115917730,U2 spliceosomal RNA
LOC115917731,U2 spliceosomal RNA
LOC115917732,U2 spliceosomal RNA
LOC115917733,U2 spliceosomal RNA
LOC115917734,U2 spliceosomal RNA
LOC115917735,U2 spliceosomal RNA
LOC115917737,U2 spliceosomal RNA
LOC115917738,U2 spliceosomal RNA
U2,"RNA, U2 small nuclear"
LOC115917739,U2 spliceosomal RNA
LOC115917740,U2 spliceosomal RNA
LOC115917741,U2 spliceosomal RNA
LOC115917742,U2 spliceosomal RNA
LOC115917743,U2 spliceosomal RNA
LOC115917744,U2 spliceosomal RNA
LOC115917745,U2 spliceosomal RNA
LOC115917747,U2 spliceosomal RNA
LOC115917748,U2 spliceosomal RNA
LOC115917749,U2 spliceosomal RNA
LOC115917750,U2 spliceosomal RNA
LOC115917751,U2 spliceosomal RNA
LOC115917752,U2 spliceosomal RNA
LOC115917753,U2 spliceosomal RNA
LOC115917754,U2 spliceosomal RNA
LOC115917755,U2 spliceosomal RNA
LOC115917756,U2 spliceosomal RNA
LOC115917758,U2 spliceosomal RNA
LOC115917759,U2 spliceosomal RNA
LOC115917760,U2 spliceosomal RNA
LOC115917761,U2 spliceosomal RNA
LOC115917762,U2 spliceosomal RNA
LOC115917763,U2 spliceosomal RNA
LOC115917764,U2 spliceosomal RNA
LOC115917722,U2 spliceosomal RNA
LOC105446982,uncharacterized LOC105446982
LOC115917773,U2 spliceosomal RNA
LOC115917765,U2 spliceosomal RNA
LOC115917766,U2 spliceosomal RNA
LOC105442100,uncharacterized LOC105442100
LOC575904,uncharacterized LOC575904
pole,"DNA polymerase epsilon, catalytic subunit"
LOC115921017,uncharacterized LOC115921017
LOC589827,UDP-glucuronosyltransferase 2A1
LOC115918245,uncharacterized LOC115918245
LOC115921019,uncharacterized LOC115921019
LOC115921020,uncharacterized LOC115921020
LOC115921308,DNA polymerase epsilon catalytic subunit A-like
LOC590031,protein amalgam
LOC590005,uncharacterized LOC590005
LOC115918426,UDP-glucuronosyltransferase 2B33-like
LOC580285,titin
LOC753192,sushi domain-containing protein 2
LOC105439366,protein mesh-like
LOC115921021,NA
LOC100889474,sushi domain-containing protein 2
LOC115921309,"sushi, nidogen and EGF-like domain-containing protein 1"
LOC589327,sushi domain-containing protein 2
LOC115918445,uncharacterized LOC115918445
LOC115921022,sushi domain-containing protein 2-like
LOC115921311,"sushi, nidogen and EGF-like domain-containing protein 1"
LOC586294,CUB and zona pellucida-like domain-containing protein 1
LOC580458,sushi domain-containing protein 2
LOC105438647,toll-like receptor 4
LOC583122,uncharacterized protein K03H1.5
nhlh1,nescient helix-loop-helix 1
LOC115921024,uncharacterized LOC115921024
LOC105444929,5-hydroxytryptamine receptor 6
LOC115921312,SID1 transmembrane family member 2-like
LOC115921313,putative protein TPRXL
LOC115921314,SID1 transmembrane family member 1-like
LOC765108,SID1 transmembrane family member 1-like
LOC105444932,tripartite motif-containing protein 3-like
cfap44,cilia and flagella associated protein 44
LOC105438902,SID1 transmembrane family member 1-like
LOC105442965,uncharacterized LOC105442965
LOC100888644,uncharacterized LOC100888644
LOC588844,SID1 transmembrane family member 1
LOC100888901,SID1 transmembrane family member 1
LOC105446063,integumentary mucin A.1-like
LOC115921315,cell wall protein DAN4-like
LOC105446058,integumentary mucin C.1-like
LOC100888742,rhamnose-binding lectin
LOC581533,RNA polymerase-associated protein LEO1-like
LOC115921027,uncharacterized LOC115921027
LOC105443288,clumping factor A-like
LOC584658,orexin receptor type 2-like
LOC100892456,uncharacterized LOC100892456
LOC594022,short transient receptor potential channel 4
LOC752187,histone H4
LOC115921317,uncharacterized LOC115921317
LOC105441609,uncharacterized LOC105441609
LOC105440666,uncharacterized LOC105440666
LOC115921318,uncharacterized LOC115921318
phldb2,pleckstrin homology like domain family B member 2
gsk3a,glycogen synthase kinase 3 alpha
LOC753603,uncharacterized LOC753603
pou2f1,"POU domain, class 2, transcription factor 1"
ift57,intraflagellar transport 57
LOC115921319,uncharacterized LOC115921319
LOC105444093,uncharacterized LOC105444093
LOC105440264,uncharacterized LOC105440264
LOC115921484,"histone H2B.2, embryonic-like"
LOC752076,heat shock 70 kDa protein IV-like
ift57,intraflagellar transport 57
LOC115921030,uncharacterized LOC115921030
LOC583752,uncharacterized LOC583752
LOC115921320,uncharacterized LOC115921320
LOC100887979,uncharacterized LOC100887979
LOC105442077,uncharacterized LOC105442077
LOC105437939,uncharacterized LOC105437939
LOC764597,uncharacterized LOC764597
LOC105443178,uncharacterized LOC105443178
LOC105443456,uncharacterized LOC105443456
LOC115921031,heat shock 70 kDa protein IV-like
LOC115918446,intraflagellar transport protein 57 homolog
LOC105441716,uncharacterized LOC105441716
LOC105440494,uncharacterized LOC105440494
LOC115921032,uncharacterized LOC115921032
LOC100888322,uncharacterized LOC100888322
LOC105439191,heat shock 70 kDa protein IV-like
LOC105439790,uncharacterized LOC105439790
LOC115921033,uncharacterized LOC115921033
LOC115921034,uncharacterized LOC115921034
LOC105439188,uncharacterized LOC105439188
LOC105440660,uncharacterized LOC105440660
LOC105436826,uncharacterized LOC105436826
LOC105445239,uncharacterized LOC105445239
LOC115921321,uncharacterized LOC115921321
LOC115921036,uncharacterized LOC115921036
LOC105443124,uncharacterized LOC105443124
LOC589653,heat shock 70 kDa protein IV-like
LOC594705,intraflagellar transport protein 57 homolog
LOC115921037,uncharacterized LOC115921037
LOC105440111,uncharacterized LOC105440111
LOC115921322,uncharacterized LOC115921322
LOC115921323,uncharacterized LOC115921323
LOC105441792,uncharacterized LOC105441792
LOC115921038,uncharacterized LOC115921038
LOC105441390,uncharacterized protein K02A2.6-like
LOC115921039,uncharacterized LOC115921039
LOC115921324,uncharacterized LOC115921324
LOC115921040,uncharacterized LOC115921040
LOC115921041,uncharacterized LOC115921041
LOC115921042,uncharacterized LOC115921042
LOC115921043,uncharacterized LOC115921043
zpr1,ZPR1 zinc finger
LOC105440221,uncharacterized LOC105440221
LOC100892938,uncharacterized LOC100892938
LOC105439348,MAM domain-containing glycosylphosphatidylinositol anchor protein 1
ndufs2,NADH:ubiquinone oxidoreductase core subunit S2
znhit2,zinc finger HIT-type containing 2
LOC100893011,limbic system-associated membrane protein
LOC100892245,limbic system-associated membrane protein
LOC580499,uncharacterized LOC580499
LOC578417,serine/threonine-protein kinase SIK2
mrpl41,mitochondrial ribosomal protein L41
LOC581310,zonadhesin
LOC100892537,uncharacterized LOC100892537
LOC105437006,uncharacterized LOC105437006
LOC105436640,uncharacterized LOC105436640
nphs1,"NPHS1 adhesion molecule, nephrin"
LOC115921325,"NACHT, LRR and PYD domains-containing protein 12-like"
LOC115921326,uncharacterized LOC115921326
LOC115921045,uncharacterized LOC115921045
LOC115921046,uncharacterized LOC115921046
LOC115921047,uncharacterized LOC115921047
LOC580349,uncharacterized LOC580349
LOC100889421,carboxypeptidase N subunit 2-like
LOC100888244,leucine-rich repeat-containing protein 15-like
LOC115921049,uncharacterized LOC115921049
LOC100890481,chondroadherin-like
LOC115921327,slit homolog 3 protein-like
LOC115921328,insulin-like growth factor-binding protein complex acid labile subunit
LOC115921050,uncharacterized LOC115921050
LOC583206,protein turtle homolog A
ascc2,activating signal cointegrator 1 complex subunit 2
rbm42,RNA binding motif protein 42
LOC579414,"ATP synthase subunit g, mitochondrial"
LOC105439004,uncharacterized LOC105439004
LOC579287,protein PRY2
esrrg,estrogen related receptor gamma
LOC581462,roundabout homolog 1
LOC581277,TPR repeat-containing protein DDB_G0287407
LOC581168,microfibril-associated glycoprotein 4-like
LOC581104,ryncolin-1-like
LOC115921329,ryncolin-1-like
LOC755206,ryncolin-1-like
LOC755229,ryncolin-1-like
LOC752435,ficolin-2-like
LOC755215,ryncolin-1-like
LOC105436720,ficolin-2-like
LOC588756,ryncolin-1-like
LOC577186,ficolin-2-like
LOC576310,uncharacterized LOC576310
LOC762799,uncharacterized LOC762799
LOC105436714,uncharacterized LOC105436714
abhd10,"abhydrolase domain containing 10, depalmitoylase"
kat7,lysine acetyltransferase 7
LOC762758,"dynein heavy chain 9, axonemal"
LOC574841,zinc finger protein 23
LOC115921053,zinc finger protein 69-like
LOC115921052,zinc finger protein 501-like
LOC105437309,uncharacterized LOC105437309
LOC105441563,gastrula zinc finger protein XlCGF52.1
LOC115921330,snake venom metalloprotease inhibitor 02A10-like
LOC115921055,zinc finger protein OZF-like
LOC115921057,gastrula zinc finger protein XlCGF7.1-like
trem,trade embargo
LOC115918427,zinc finger protein 501-like
LOC100892802,zinc finger protein 345
znf37al4,zinc finger protein 37A-like 4
LOC105445315,uncharacterized LOC105445315
LOC115921059,zinc finger protein 431-like
LOC115921058,gastrula zinc finger protein XlCGF52.1-like
